year,month,day,Temperature,ALLSKY_SFC_UV_INDEX,Precipitation,wind_pressure
1988,4,18,28.17,-999,6.28,98.05
1988,4,19,29.37,-999,1.41,97.92
1988,4,20,27.82,-999,0,98.01
1988,4,21,29.3,-999,0.01,98.01
1988,4,22,29.53,-999,2.71,97.93
1988,4,23,30.55,-999,1.06,97.91
1988,4,24,30.01,-999,3.19,97.88
1988,4,25,27.59,-999,15.49,98.03
1988,4,26,26.68,-999,3.32,98.16
1988,4,27,28.04,-999,3.28,98.15
1988,4,28,26.76,-999,13.99,98.12
1988,4,29,27.44,-999,2.61,98.02
1988,4,30,27.53,-999,5.52,97.87
1988,5,1,27.92,-999,8.64,97.84
1988,5,2,27.18,-999,3.89,97.93
1988,5,3,27.44,-999,0.51,97.95
1988,5,4,27.08,-999,3.72,97.92
1988,5,5,27.79,-999,0.58,97.85
1988,5,6,26.97,-999,0.02,97.83
1988,5,7,28.98,-999,0,97.89
1988,5,8,29.18,-999,0.13,98.02
1988,5,9,29.41,-999,0.04,98
1988,5,10,28.8,-999,0.82,97.9
1988,5,11,27.93,-999,0.35,97.85
1988,5,12,28.8,-999,0,97.86
1988,5,13,28.5,-999,0.2,97.83
1988,5,14,28.89,-999,0.1,97.79
1988,5,15,29.61,-999,0.04,97.84
1988,5,16,29.17,-999,0.28,97.83
1988,5,17,28.41,-999,1.16,97.77
1988,5,18,27.8,-999,0.43,97.73
1988,5,19,27.83,-999,0.46,97.75
1988,5,20,29.2,-999,0.27,97.77
1988,5,21,28.23,-999,0.01,97.86
1988,5,22,27.98,-999,0.06,97.94
1988,5,23,28.57,-999,0.01,97.85
1988,5,24,27.85,-999,6.47,97.89
1988,5,25,27.76,-999,1.03,97.94
1988,5,26,27.52,-999,2.07,97.89
1988,5,27,28.3,-999,0.07,97.87
1988,5,28,28.05,-999,1.27,97.95
1988,5,29,27.29,-999,0.11,98.02
1988,5,30,27.46,-999,6.03,98.01
1988,5,31,26.3,-999,0.38,98.08
1988,6,1,27.27,-999,2.06,98.06
1988,6,2,24.59,-999,98.4,98.05
1988,6,3,24.98,-999,33.02,98.03
1988,6,4,25.11,-999,47.13,98.02
1988,6,5,24.49,-999,22.21,97.98
1988,6,6,25.12,-999,5.12,97.83
1988,6,7,24.48,-999,18.74,97.78
1988,6,8,24.11,-999,47.26,97.87
1988,6,9,24.15,-999,24.06,97.93
1988,6,10,24.83,-999,10.18,97.9
1988,6,11,25.16,-999,20.13,97.94
1988,6,12,24.89,-999,13.84,98.13
1988,6,13,24.97,-999,1.49,98.2
1988,6,14,25.3,-999,0.03,98.11
1988,6,15,25.56,-999,2.36,98.05
1988,6,16,25.38,-999,20.31,98.03
1988,6,17,25.27,-999,17.3,98.02
1988,6,18,25.14,-999,1.49,98.1
1988,6,19,25.72,-999,0.05,98.07
1988,6,20,25.73,-999,2.92,97.98
1988,6,21,25.33,-999,1.88,98.06
1988,6,22,24.72,-999,1.66,98.14
1988,6,23,24.58,-999,4.27,97.97
1988,6,24,25.36,-999,3.06,97.86
1988,6,25,24.23,-999,25.13,97.97
1988,6,26,23.72,-999,11.46,98.03
1988,6,27,23.08,-999,31.14,97.99
1988,6,28,23.64,-999,5.98,97.87
1988,6,29,23.7,-999,14.86,97.8
1988,6,30,23.2,-999,2.78,97.83
1988,7,1,23.99,-999,13.42,97.84
1988,7,2,23.86,-999,12.69,97.88
1988,7,3,23.74,-999,0.49,97.85
1988,7,4,24.61,-999,0.02,97.78
1988,7,5,24.8,-999,1.05,97.85
1988,7,6,24.53,-999,5.17,97.89
1988,7,7,24.31,-999,57.58,97.9
1988,7,8,23.85,-999,3.08,97.86
1988,7,9,24.3,-999,8.33,97.86
1988,7,10,24.82,-999,0.1,97.86
1988,7,11,24.26,-999,0.73,97.94
1988,7,12,24.08,-999,3.59,97.95
1988,7,13,23.48,-999,12.57,97.9
1988,7,14,24.37,-999,4.84,97.92
1988,7,15,24.36,-999,2.51,97.95
1988,7,16,24.37,-999,0.34,97.88
1988,7,17,24.58,-999,5.65,97.75
1988,7,18,24.32,-999,26.41,97.74
1988,7,19,24.23,-999,9.7,97.96
1988,7,20,23.71,-999,4.53,98
1988,7,21,22.73,-999,9.31,97.91
1988,7,22,23.58,-999,40.89,97.92
1988,7,23,23.87,-999,5.66,98.03
1988,7,24,23.39,-999,2.39,98.12
1988,7,25,24.16,-999,4.54,98.09
1988,7,26,23.54,-999,0.17,98.15
1988,7,27,23.29,-999,0.37,98.19
1988,7,28,23.75,-999,0.22,98.13
1988,7,29,23.79,-999,0.26,98.06
1988,7,30,24.43,-999,0.01,98.04
1988,7,31,24.98,-999,0.04,98.09
1988,8,1,25.32,-999,0.5,97.97
1988,8,2,24.55,-999,0.14,97.91
1988,8,3,25.12,-999,0.65,97.86
1988,8,4,24.55,-999,13.71,97.8
1988,8,5,24.89,-999,16.54,97.84
1988,8,6,23.9,-999,5.26,97.9
1988,8,7,24.75,-999,0.56,97.92
1988,8,8,24.19,-999,0.53,97.88
1988,8,9,24.55,-999,0.11,97.86
1988,8,10,24.64,-999,0.09,97.94
1988,8,11,24.08,-999,0.24,97.99
1988,8,12,24.18,-999,2.22,98.05
1988,8,13,24.44,-999,1.29,97.96
1988,8,14,25.52,-999,0.03,97.93
1988,8,15,24.73,-999,4.59,97.95
1988,8,16,24.21,-999,1.52,97.98
1988,8,17,23.87,-999,9.9,97.92
1988,8,18,24.43,-999,2.28,97.82
1988,8,19,24.01,-999,0.6,97.94
1988,8,20,24.51,-999,2.18,98.02
1988,8,21,24.68,-999,3.76,98.03
1988,8,22,24.71,-999,0.31,97.99
1988,8,23,23.83,-999,1.17,97.96
1988,8,24,24.3,-999,33.75,97.85
1988,8,25,24.84,-999,1.47,97.86
1988,8,26,23.92,-999,0.01,98.01
1988,8,27,24.75,-999,0.35,98
1988,8,28,24.73,-999,6.13,97.95
1988,8,29,24.11,-999,1.76,97.98
1988,8,30,23.89,-999,7.06,97.99
1988,8,31,24.26,-999,2.78,98.01
1988,9,1,25.27,-999,1.94,97.86
1988,9,2,24.52,-999,36.96,97.74
1988,9,3,24.4,-999,49.25,97.86
1988,9,4,25.19,-999,0.91,98.04
1988,9,5,24.96,-999,0.01,98.09
1988,9,6,24.28,-999,12.53,98.14
1988,9,7,23.83,-999,6.74,98.03
1988,9,8,23.94,-999,56.61,97.93
1988,9,9,23.58,-999,11.1,98
1988,9,10,24.08,-999,12.34,97.98
1988,9,11,24.22,-999,1.34,97.95
1988,9,12,25.23,-999,8.59,97.83
1988,9,13,24.67,-999,4,97.94
1988,9,14,24.49,-999,25.78,98.08
1988,9,15,24.27,-999,24.35,98.01
1988,9,16,24.55,-999,33.66,97.72
1988,9,17,24,-999,29.49,97.64
1988,9,18,24.08,-999,13.36,97.78
1988,9,19,23.73,-999,17.55,97.86
1988,9,20,24.47,-999,8.14,97.89
1988,9,21,24.78,-999,4.73,97.86
1988,9,22,24.24,-999,8.4,97.79
1988,9,23,24.8,-999,12.11,97.78
1988,9,24,24.51,-999,3.17,97.93
1988,9,25,23.88,-999,3.17,97.94
1988,9,26,23.41,-999,5.12,97.88
1988,9,27,23.74,-999,5.45,97.88
1988,9,28,24.32,-999,0.66,97.92
1988,9,29,24.37,-999,0.02,97.98
1988,9,30,23.99,-999,0.15,97.89
1988,10,1,24.08,-999,0.01,97.76
1988,10,2,24.04,-999,0.06,97.82
1988,10,3,24.93,-999,0.2,97.91
1988,10,4,24.26,-999,0.04,98.08
1988,10,5,24.65,-999,0.02,98.12
1988,10,6,24.43,-999,3.64,98.1
1988,10,7,24.48,-999,0.23,98.11
1988,10,8,24.83,-999,0.63,98.16
1988,10,9,24.87,-999,0.58,98.2
1988,10,10,26.3,-999,0.11,98.16
1988,10,11,26.19,-999,0.22,98.06
1988,10,12,26.26,-999,0.31,98.05
1988,10,13,25.66,-999,0.06,98.18
1988,10,14,24.76,-999,0,98.2
1988,10,15,25.45,-999,0,98.22
1988,10,16,25.66,-999,0,98.28
1988,10,17,23.88,-999,0,98.2
1988,10,18,25.08,-999,0.39,98.12
1988,10,19,26.05,-999,0.04,98.13
1988,10,20,26,-999,0.01,98.14
1988,10,21,26.14,-999,0.01,98.17
1988,10,22,25.12,-999,0,98.23
1988,10,23,26.05,-999,0.94,98.21
1988,10,24,25.87,-999,0.18,98.11
1988,10,25,25.68,-999,9.43,98.07
1988,10,26,25.26,-999,0.24,98.09
1988,10,27,25.37,-999,0.14,98.17
1988,10,28,25.48,-999,0.16,98.21
1988,10,29,25.49,-999,0.01,98.14
1988,10,30,24.99,-999,0,98.14
1988,10,31,25.79,-999,0.12,98.18
1988,11,1,25.56,-999,1.52,98.31
1988,11,2,25.52,-999,16.01,98.32
1988,11,3,24.03,-999,33.24,98.33
1988,11,4,23.73,-999,1.38,98.31
1988,11,5,24.32,-999,4.54,98.27
1988,11,6,23.94,-999,7.56,98.26
1988,11,7,23.66,-999,17.19,98.22
1988,11,8,24.07,-999,14.49,98.16
1988,11,9,24.32,-999,3.63,98.17
1988,11,10,24.29,-999,4.7,98.22
1988,11,11,24.03,-999,9.99,98.37
1988,11,12,24.74,-999,0.73,98.31
1988,11,13,24.98,-999,11.85,98.19
1988,11,14,24.55,-999,1.11,98.16
1988,11,15,25.19,-999,0.07,98.09
1988,11,16,25.19,-999,0,98.05
1988,11,17,24.11,-999,0.07,98.08
1988,11,18,24.79,-999,1.89,98.17
1988,11,19,23.34,-999,0.97,98.32
1988,11,20,23.31,-999,20.12,98.4
1988,11,21,23.06,-999,3.23,98.4
1988,11,22,23.81,-999,1.73,98.36
1988,11,23,24.17,-999,0,98.36
1988,11,24,24.58,-999,0,98.41
1988,11,25,24.8,-999,0,98.39
1988,11,26,24.16,-999,0,98.34
1988,11,27,24.26,-999,0,98.24
1988,11,28,23.2,-999,0,98.27
1988,11,29,21.98,-999,0,98.37
1988,11,30,22.96,-999,0,98.43
1988,12,1,22.19,-999,0,98.54
1988,12,2,20.85,-999,0,98.62
1988,12,3,23.19,-999,0.23,98.57
1988,12,4,23.51,-999,0.18,98.49
1988,12,5,23.49,-999,3.4,98.42
1988,12,6,23.76,-999,0.26,98.28
1988,12,7,24.35,-999,18.78,98.13
1988,12,8,24.76,-999,7.39,98.21
1988,12,9,23.78,-999,0.02,98.41
1988,12,10,23.84,-999,0,98.51
1988,12,11,23.15,-999,0,98.44
1988,12,12,24.42,-999,0,98.35
1988,12,13,24.23,-999,0.73,98.46
1988,12,14,24.26,-999,0.23,98.46
1988,12,15,24.19,-999,1.91,98.4
1988,12,16,23.45,-999,0.51,98.4
1988,12,17,23.37,-999,0.01,98.48
1988,12,18,23.58,-999,0,98.44
1988,12,19,23.8,-999,0.01,98.45
1988,12,20,23.88,-999,0.07,98.49
1988,12,21,23.77,-999,0.08,98.47
1988,12,22,22.86,-999,0,98.36
1988,12,23,23.23,-999,0,98.43
1988,12,24,23.68,-999,0.05,98.45
1988,12,25,24.71,-999,0.35,98.35
1988,12,26,24.94,-999,0.22,98.28
1988,12,27,24.45,-999,0,98.26
1988,12,28,24.17,-999,0,98.33
1988,12,29,24.66,-999,0.04,98.37
1988,12,30,23.76,-999,0,98.39
1988,12,31,23.55,-999,0,98.33
1989,1,1,24.3,-999,0,98.38
1989,1,2,25.78,-999,0,98.38
1989,1,3,26.48,-999,0.01,98.38
1989,1,4,26.3,-999,0.29,98.36
1989,1,5,26.09,-999,0.08,98.27
1989,1,6,25.01,-999,0.39,98.18
1989,1,7,24.62,-999,0.01,98.13
1989,1,8,25.3,-999,0,98.15
1989,1,9,25.58,-999,0,98.21
1989,1,10,25.86,-999,0,98.16
1989,1,11,25.04,-999,0,98.08
1989,1,12,24.4,-999,0,98.17
1989,1,13,24.6,-999,0,98.32
1989,1,14,25.37,-999,0,98.29
1989,1,15,25.82,-999,0,98.26
1989,1,16,25.76,-999,0.01,98.21
1989,1,17,26.77,-999,0,98.21
1989,1,18,26.37,-999,0.05,98.15
1989,1,19,25.71,-999,0,98.12
1989,1,20,24.48,-999,0,98.13
1989,1,21,24.19,-999,0,98.21
1989,1,22,24.17,-999,0,98.21
1989,1,23,24.91,-999,0,98.15
1989,1,24,26.76,-999,0,98.15
1989,1,25,27.69,-999,0,98.22
1989,1,26,28.24,-999,0.3,98.27
1989,1,27,26.63,-999,0,98.39
1989,1,28,28.08,-999,0,98.43
1989,1,29,28.19,-999,0,98.39
1989,1,30,26.37,-999,0,98.48
1989,1,31,25.12,-999,0,98.47
1989,2,1,25.23,-999,0,98.43
1989,2,2,25.38,-999,0,98.36
1989,2,3,24.94,-999,0,98.37
1989,2,4,25.64,-999,0,98.35
1989,2,5,25.94,-999,0,98.23
1989,2,6,25.8,-999,0,98.3
1989,2,7,25.81,-999,0,98.38
1989,2,8,25.21,-999,0,98.4
1989,2,9,25.87,-999,0,98.46
1989,2,10,25.76,-999,0,98.57
1989,2,11,25.79,-999,0,98.51
1989,2,12,26.19,-999,0,98.36
1989,2,13,26.65,-999,0,98.3
1989,2,14,26.49,-999,0,98.31
1989,2,15,27.17,-999,0,98.28
1989,2,16,27,-999,0,98.32
1989,2,17,27.38,-999,0,98.34
1989,2,18,27.4,-999,0,98.34
1989,2,19,27.87,-999,0,98.36
1989,2,20,27.62,-999,0,98.42
1989,2,21,28.19,-999,0,98.32
1989,2,22,29.02,-999,0,98.2
1989,2,23,28.44,-999,0,98.28
1989,2,24,28.83,-999,0,98.37
1989,2,25,28.48,-999,0,98.33
1989,2,26,28.76,-999,0,98.41
1989,2,27,27.62,-999,0,98.39
1989,2,28,27.64,-999,0,98.39
1989,3,1,27.67,-999,0,98.26
1989,3,2,28.49,-999,0,98.19
1989,3,3,28.6,-999,0,98.17
1989,3,4,28.16,-999,0,98.12
1989,3,5,28.55,-999,0,98.02
1989,3,6,29.28,-999,0,98.07
1989,3,7,31.48,-999,0,98.2
1989,3,8,31.18,-999,0,98.22
1989,3,9,31.19,-999,1.61,98.16
1989,3,10,30.48,-999,6.92,98.19
1989,3,11,29.83,-999,3.08,98.24
1989,3,12,27.83,-999,0.86,98.27
1989,3,13,28.58,-999,6.32,98.15
1989,3,14,27.6,-999,5.54,98.22
1989,3,15,27.94,-999,0,98.25
1989,3,16,27.77,-999,0,98.22
1989,3,17,27.86,-999,0,98.22
1989,3,18,28.35,-999,0,98.15
1989,3,19,29.62,-999,0,98.08
1989,3,20,29.78,-999,0.45,98.08
1989,3,21,31.48,-999,0,98.12
1989,3,22,32.48,-999,0,98.05
1989,3,23,31.94,-999,0,97.94
1989,3,24,31.9,-999,0,98
1989,3,25,31.11,-999,0,98.07
1989,3,26,30.93,-999,0,98.09
1989,3,27,32.35,-999,0,98.04
1989,3,28,32.26,-999,0,98.07
1989,3,29,31.62,-999,0,98.03
1989,3,30,31.74,-999,0.21,98.12
1989,3,31,31.99,-999,0.01,98.28
1989,4,1,33.08,-999,0.02,98.2
1989,4,2,33.69,-999,0,98.03
1989,4,3,32.86,-999,1.14,98.07
1989,4,4,32.42,-999,2.64,98.09
1989,4,5,33.33,-999,0.34,97.9
1989,4,6,32.76,-999,0,97.91
1989,4,7,31.55,-999,0,98.03
1989,4,8,31.56,-999,0,98.11
1989,4,9,32.58,-999,0,98.07
1989,4,10,33.88,-999,0.01,98
1989,4,11,34.15,-999,0,97.98
1989,4,12,33.78,-999,0,97.95
1989,4,13,34.48,-999,0.08,98
1989,4,14,34.78,-999,0.04,98.09
1989,4,15,34.9,-999,0,98.06
1989,4,16,33.02,-999,0,97.9
1989,4,17,31.86,-999,0,97.85
1989,4,18,30.23,-999,5.91,97.96
1989,4,19,29.01,-999,8.34,98.04
1989,4,20,26.55,-999,24.94,98.16
1989,4,21,26.97,-999,5.61,98.18
1989,4,22,27.19,-999,1.39,98.05
1989,4,23,26.59,-999,6.49,97.99
1989,4,24,29.23,-999,0.79,98.03
1989,4,25,29.44,-999,0.02,98.12
1989,4,26,29.82,-999,0.01,98.1
1989,4,27,29.15,-999,9.75,98.16
1989,4,28,29.01,-999,3,98.14
1989,4,29,27.08,-999,11.79,98.01
1989,4,30,28.8,-999,4.49,97.81
1989,5,1,29.14,-999,0.14,97.92
1989,5,2,28.55,-999,0.3,98.02
1989,5,3,29.7,-999,0.11,97.93
1989,5,4,28.66,-999,0.03,97.92
1989,5,5,26.74,-999,11.27,97.98
1989,5,6,28.21,-999,2.23,97.96
1989,5,7,29.05,-999,0.27,97.97
1989,5,8,27.58,-999,0.28,98.01
1989,5,9,29.58,-999,0.28,97.78
1989,5,10,30.99,-999,0.08,97.67
1989,5,11,29.26,-999,0.03,97.75
1989,5,12,28.4,-999,0.04,97.88
1989,5,13,30.26,-999,0.01,97.88
1989,5,14,28.32,-999,0.01,97.88
1989,5,15,28.65,-999,0.25,97.81
1989,5,16,27.77,-999,0.3,97.9
1989,5,17,29.37,-999,0.4,97.93
1989,5,18,27.73,-999,0.24,97.99
1989,5,19,28.41,-999,0.02,97.92
1989,5,20,27.17,-999,1.4,97.84
1989,5,21,25.76,-999,38.22,97.79
1989,5,22,26.87,-999,2.57,97.77
1989,5,23,27.15,-999,1.92,97.85
1989,5,24,25.94,-999,9.74,97.98
1989,5,25,25.58,-999,16.78,97.96
1989,5,26,26.22,-999,5.51,97.84
1989,5,27,26.33,-999,1.4,97.85
1989,5,28,26.7,-999,8.8,97.91
1989,5,29,26.41,-999,19.05,97.93
1989,5,30,25.48,-999,6.36,98.03
1989,5,31,27.23,-999,1.71,98
1989,6,1,26.8,-999,5.72,98
1989,6,2,26.23,-999,5.79,97.96
1989,6,3,24.94,-999,1.01,98.02
1989,6,4,25.1,-999,2.8,97.95
1989,6,5,24.65,-999,10.32,97.95
1989,6,6,23.79,-999,68.14,97.93
1989,6,7,24.55,-999,8.66,97.99
1989,6,8,24.69,-999,3.72,98.06
1989,6,9,24.87,-999,3.51,98.02
1989,6,10,24.69,-999,2.24,97.91
1989,6,11,24.88,-999,11.05,97.89
1989,6,12,24.05,-999,10.39,98.06
1989,6,13,24.59,-999,15.45,98.09
1989,6,14,24.86,-999,19.19,98.11
1989,6,15,24.64,-999,10.37,98.18
1989,6,16,24.69,-999,10.14,98.25
1989,6,17,24.3,-999,4.31,98.26
1989,6,18,23.87,-999,6.93,98.31
1989,6,19,25.15,-999,1.68,98.26
1989,6,20,24.5,-999,1.13,98.16
1989,6,21,24.26,-999,16.95,98.14
1989,6,22,23.95,-999,12.67,98.18
1989,6,23,23.95,-999,34.9,98.18
1989,6,24,23.87,-999,26.35,98.13
1989,6,25,23.3,-999,30.97,98.16
1989,6,26,23.9,-999,10.08,98.09
1989,6,27,23.57,-999,23.97,98.06
1989,6,28,23.25,-999,6.77,98.04
1989,6,29,24.37,-999,2.17,97.94
1989,6,30,24.92,-999,0.72,97.87
1989,7,1,25.09,-999,0.72,97.84
1989,7,2,24.87,-999,1.21,97.91
1989,7,3,25.12,-999,0.2,97.99
1989,7,4,24.68,-999,0,97.99
1989,7,5,24.37,-999,1.45,97.98
1989,7,6,24.15,-999,0.07,97.97
1989,7,7,24.39,-999,0.07,97.88
1989,7,8,23.51,-999,6.09,97.99
1989,7,9,23.17,-999,0.73,98.02
1989,7,10,23.84,-999,0.19,97.95
1989,7,11,23.54,-999,9.29,97.87
1989,7,12,23.58,-999,33.93,97.8
1989,7,13,23.11,-999,4.19,97.9
1989,7,14,23.76,-999,0.54,97.97
1989,7,15,23.01,-999,0.1,97.96
1989,7,16,23.4,-999,0.04,97.81
1989,7,17,23.9,-999,14.97,97.86
1989,7,18,24.56,-999,17.69,97.91
1989,7,19,24.05,-999,9.74,98
1989,7,20,24.26,-999,8.18,97.92
1989,7,21,24.07,-999,13.83,97.86
1989,7,22,23.09,-999,44.19,97.76
1989,7,23,23.93,-999,13.61,97.66
1989,7,24,23.69,-999,2.55,97.87
1989,7,25,23.56,-999,7.98,98.11
1989,7,26,23.48,-999,5.72,98.1
1989,7,27,22.81,-999,27.99,98.16
1989,7,28,23.76,-999,3.46,98.25
1989,7,29,24.58,-999,0.83,98.29
1989,7,30,24.87,-999,0.58,98.25
1989,7,31,25.05,-999,0.04,98.25
1989,8,1,24.98,-999,0,98.16
1989,8,2,24.53,-999,0,98.21
1989,8,3,22.38,-999,0.29,98.27
1989,8,4,23.12,-999,3.9,98.07
1989,8,5,23.28,-999,5.99,98
1989,8,6,24.08,-999,5.12,97.97
1989,8,7,24.5,-999,4.93,98.02
1989,8,8,24.62,-999,0.15,97.99
1989,8,9,24.69,-999,1.1,97.94
1989,8,10,24.61,-999,0.2,98
1989,8,11,23.65,-999,11.91,98.1
1989,8,12,23.9,-999,4.22,98.04
1989,8,13,24.49,-999,0.73,98.04
1989,8,14,24.78,-999,1.57,98.05
1989,8,15,23.33,-999,2.6,98.06
1989,8,16,23.8,-999,0.55,98.03
1989,8,17,24.05,-999,0.45,98.04
1989,8,18,24.17,-999,16.52,98.02
1989,8,19,23.41,-999,9.52,98.04
1989,8,20,23.45,-999,4.08,98.07
1989,8,21,24.51,-999,0.29,98.12
1989,8,22,24.5,-999,0.17,98.09
1989,8,23,25.15,-999,0.04,97.96
1989,8,24,24.44,-999,9.83,97.93
1989,8,25,23.01,-999,8.88,97.97
1989,8,26,24.5,-999,0.46,97.95
1989,8,27,24.4,-999,0.07,97.94
1989,8,28,24.79,-999,0.03,97.95
1989,8,29,24.37,-999,1.23,97.94
1989,8,30,24.8,-999,1.02,97.87
1989,8,31,24.51,-999,0.14,97.94
1989,9,1,25.23,-999,0.25,97.92
1989,9,2,24.19,-999,0.04,98.01
1989,9,3,24.79,-999,6.74,98
1989,9,4,24.55,-999,0.41,98.02
1989,9,5,25.09,-999,0.04,98
1989,9,6,24.44,-999,0.01,97.98
1989,9,7,23.83,-999,0,98.03
1989,9,8,23.64,-999,45.49,98
1989,9,9,24.19,-999,2.06,98.03
1989,9,10,24.72,-999,0.07,98.04
1989,9,11,24.48,-999,0.85,98.04
1989,9,12,24.7,-999,7.4,97.98
1989,9,13,24.26,-999,39.32,97.96
1989,9,14,24.54,-999,4.46,97.94
1989,9,15,25.21,-999,0.25,97.92
1989,9,16,24.91,-999,0.1,97.84
1989,9,17,25.23,-999,6.57,97.85
1989,9,18,25,-999,23.89,97.86
1989,9,19,24.3,-999,30.34,97.84
1989,9,20,24.15,-999,31.09,97.99
1989,9,21,23.7,-999,2.15,98.03
1989,9,22,24.35,-999,2.86,97.92
1989,9,23,24.04,-999,4.81,97.94
1989,9,24,24.75,-999,5.61,98.01
1989,9,25,24.61,-999,2.49,98.02
1989,9,26,23.65,-999,19.05,98.12
1989,9,27,23.71,-999,14.81,98.26
1989,9,28,24.22,-999,11.71,98.34
1989,9,29,23.66,-999,1.45,98.38
1989,9,30,24.54,-999,0.04,98.34
1989,10,1,23.4,-999,0.1,98.31
1989,10,2,24.59,-999,0.02,98.22
1989,10,3,24.03,-999,0,98.14
1989,10,4,24.46,-999,0.02,98.06
1989,10,5,24.52,-999,0.15,97.91
1989,10,6,24.61,-999,18.64,97.85
1989,10,7,24.47,-999,32.11,97.9
1989,10,8,24.48,-999,15.4,97.93
1989,10,9,24.15,-999,24.61,97.99
1989,10,10,24.73,-999,4.13,98.03
1989,10,11,25.48,-999,0.39,97.98
1989,10,12,25.23,-999,3.83,98.02
1989,10,13,24.76,-999,1.74,98.07
1989,10,14,24.58,-999,6.09,98.04
1989,10,15,25.21,-999,0.75,98.01
1989,10,16,24.65,-999,0.01,98.1
1989,10,17,24.53,-999,1.28,98.2
1989,10,18,24.47,-999,6.63,98.18
1989,10,19,24.2,-999,3.7,98.26
1989,10,20,24.35,-999,28.39,98.27
1989,10,21,24.51,-999,36.72,98.2
1989,10,22,24.08,-999,6.91,98.2
1989,10,23,24.79,-999,7.55,98.12
1989,10,24,24.29,-999,1.33,98.17
1989,10,25,24.44,-999,0.36,98.23
1989,10,26,24.97,-999,1.73,98.26
1989,10,27,24.83,-999,0.24,98.28
1989,10,28,23.96,-999,26.13,98.25
1989,10,29,23.74,-999,7.92,98.22
1989,10,30,23.7,-999,2.3,98.24
1989,10,31,23.82,-999,2.67,98.31
1989,11,1,24.19,-999,5.99,98.31
1989,11,2,24.26,-999,12.95,98.35
1989,11,3,24.77,-999,2.85,98.29
1989,11,4,25.2,-999,2.11,98.25
1989,11,5,25.3,-999,3.71,98.21
1989,11,6,25.21,-999,32.7,98.16
1989,11,7,23.63,-999,0.77,98.23
1989,11,8,23.09,-999,0,98.25
1989,11,9,24.44,-999,0.83,98.17
1989,11,10,24.66,-999,0.26,98.09
1989,11,11,24.2,-999,0.12,97.95
1989,11,12,23.06,-999,0.46,97.99
1989,11,13,23.94,-999,5.13,98.15
1989,11,14,23.65,-999,7.13,98.26
1989,11,15,23.33,-999,0.26,98.26
1989,11,16,24.44,-999,0.01,98.26
1989,11,17,24.91,-999,0.01,98.24
1989,11,18,25.23,-999,1.41,98.21
1989,11,19,25.19,-999,5.57,98.32
1989,11,20,23.62,-999,12.23,98.52
1989,11,21,23.2,-999,0.12,98.52
1989,11,22,22.63,-999,0.01,98.51
1989,11,23,21.61,-999,0,98.48
1989,11,24,22.47,-999,0.11,98.45
1989,11,25,21.65,-999,0,98.6
1989,11,26,22.57,-999,0,98.59
1989,11,27,23.61,-999,0.01,98.46
1989,11,28,23.67,-999,0.01,98.47
1989,11,29,23.28,-999,0.02,98.52
1989,11,30,23.71,-999,0.05,98.56
1989,12,1,24.5,-999,6.3,98.55
1989,12,2,23.75,-999,1.97,98.51
1989,12,3,23.89,-999,7.29,98.53
1989,12,4,24.15,-999,0.64,98.53
1989,12,5,23.64,-999,0.03,98.55
1989,12,6,23.05,-999,0,98.57
1989,12,7,22.68,-999,0,98.54
1989,12,8,22.49,-999,0,98.52
1989,12,9,21.42,-999,0,98.55
1989,12,10,21.48,-999,0,98.52
1989,12,11,22.21,-999,0,98.48
1989,12,12,22.8,-999,0.02,98.44
1989,12,13,21.36,-999,0,98.53
1989,12,14,21.67,-999,0,98.5
1989,12,15,22.35,-999,0,98.46
1989,12,16,22.65,-999,0,98.47
1989,12,17,22.3,-999,0,98.46
1989,12,18,22.37,-999,0,98.48
1989,12,19,23.39,-999,0.02,98.46
1989,12,20,22.88,-999,0.04,98.38
1989,12,21,22.9,-999,0.05,98.37
1989,12,22,23.19,-999,0,98.26
1989,12,23,23.83,-999,0,98.18
1989,12,24,24.4,-999,0,98.23
1989,12,25,24.87,-999,0,98.35
1989,12,26,25.55,-999,0,98.24
1989,12,27,25.91,-999,0,98.2
1989,12,28,25.62,-999,0.04,98.34
1989,12,29,25.23,-999,0.01,98.45
1989,12,30,25.5,-999,1.7,98.37
1989,12,31,24.32,-999,1.12,98.29
1990,1,1,26.35,-999,0,98.24
1990,1,2,25.91,-999,0,98.24
1990,1,3,25.05,-999,0,98.33
1990,1,4,24.44,-999,0,98.46
1990,1,5,23.11,-999,0.08,98.52
1990,1,6,22.74,-999,4.38,98.42
1990,1,7,24.62,-999,5.5,98.43
1990,1,8,24.62,-999,4.6,98.52
1990,1,9,24.8,-999,1,98.48
1990,1,10,24.44,-999,0.03,98.47
1990,1,11,24.44,-999,0,98.47
1990,1,12,23.26,-999,0,98.46
1990,1,13,22.49,-999,0,98.39
1990,1,14,21.83,-999,0,98.33
1990,1,15,23.05,-999,0,98.4
1990,1,16,22.65,-999,0,98.38
1990,1,17,23.07,-999,0,98.34
1990,1,18,23.47,-999,0,98.39
1990,1,19,22.41,-999,0,98.4
1990,1,20,22.22,-999,0,98.38
1990,1,21,23.08,-999,0,98.3
1990,1,22,23.64,-999,0,98.34
1990,1,23,24.25,-999,0,98.5
1990,1,24,24.47,-999,0,98.51
1990,1,25,25.8,-999,0,98.46
1990,1,26,24.3,-999,0,98.5
1990,1,27,24.44,-999,0,98.45
1990,1,28,23.8,-999,0,98.38
