year,month,day,Allsky_Surfce_UV_INDEX,Temperature,Percipitation,Wind_pressure
1989,2,26,-999,29.1,0,98.83
1989,2,27,-999,28.51,0,98.81
1989,2,28,-999,28.62,0,98.78
1989,3,1,-999,28.64,0,98.62
1989,3,2,-999,29.22,0,98.55
1989,3,3,-999,28.77,0,98.52
1989,3,4,-999,29.43,0,98.47
1989,3,5,-999,29.27,0,98.38
1989,3,6,-999,29.8,0,98.43
1989,3,7,-999,31.65,0,98.58
1989,3,8,-999,31.96,0,98.58
1989,3,9,-999,32.5,0.03,98.52
1989,3,10,-999,32.26,0.72,98.55
1989,3,11,-999,32.55,3.63,98.59
1989,3,12,-999,30.29,9.91,98.61
1989,3,13,-999,29.3,0.08,98.51
1989,3,14,-999,28.87,0.18,98.58
1989,3,15,-999,30.1,0,98.59
1989,3,16,-999,30.73,0,98.55
1989,3,17,-999,30.51,0,98.55
1989,3,18,-999,30.28,0,98.48
1989,3,19,-999,30.62,0,98.4
1989,3,20,-999,31.19,0.14,98.37
1989,3,21,-999,33.38,0,98.4
1989,3,22,-999,34.1,0,98.34
1989,3,23,-999,33.83,0,98.22
1989,3,24,-999,33.33,0,98.28
1989,3,25,-999,32.86,0,98.36
1989,3,26,-999,32.76,0,98.41
1989,3,27,-999,33.53,0,98.36
1989,3,28,-999,33.51,0,98.42
1989,3,29,-999,33.04,0.1,98.4
1989,3,30,-999,32.79,0.03,98.51
1989,3,31,-999,33.3,0.07,98.62
1989,4,1,-999,33.79,0,98.52
1989,4,2,-999,34.9,0,98.29
1989,4,3,-999,35.9,0.01,98.3
1989,4,4,-999,36.52,0.02,98.32
1989,4,5,-999,36.3,0,98.18
1989,4,6,-999,34.64,0.13,98.22
1989,4,7,-999,33.86,0,98.33
1989,4,8,-999,33.48,0,98.43
1989,4,9,-999,32.41,0,98.41
1989,4,10,-999,34.09,0,98.28
1989,4,11,-999,36.03,0,98.22
1989,4,12,-999,36.6,0,98.21
1989,4,13,-999,36.3,0.19,98.28
1989,4,14,-999,33.43,0.23,98.43
1989,4,15,-999,35.83,0,98.36
1989,4,16,-999,35.49,0,98.17
1989,4,17,-999,35.05,0,98.15
1989,4,18,-999,32.76,0.02,98.3
1989,4,19,-999,31.08,0.17,98.4
1989,4,20,-999,31.46,2.78,98.43
1989,4,21,-999,30.83,6.81,98.41
1989,4,22,-999,30.27,0.36,98.27
1989,4,23,-999,33.46,0.01,98.13
1989,4,24,-999,33.64,0.03,98.28
1989,4,25,-999,35.92,0.01,98.31
1989,4,26,-999,37.05,0.06,98.29
1989,4,27,-999,36.61,0.1,98.35
1989,4,28,-999,36.04,0.15,98.32
1989,4,29,-999,33.81,0.21,98.2
1989,4,30,-999,35.45,0.51,97.98
1989,5,1,-999,32.92,0.04,98.16
1989,5,2,-999,34.89,0.23,98.23
1989,5,3,-999,34.84,0.17,98.16
1989,5,4,-999,36.22,0.26,98.12
1989,5,5,-999,32.8,0.32,98.21
1989,5,6,-999,36.18,0.1,98.16
1989,5,7,-999,35.38,0.01,98.2
1989,5,8,-999,35.18,0.01,98.17
1989,5,9,-999,36.4,1.89,97.99
1989,5,10,-999,36.26,0.76,97.92
1989,5,11,-999,37.44,0.16,97.93
1989,5,12,-999,35.95,0.03,98.04
1989,5,13,-999,35.1,0,98.08
1989,5,14,-999,35.08,0.11,98.03
1989,5,15,-999,34.69,3.58,97.99
1989,5,16,-999,30.6,3.67,98.11
1989,5,17,-999,32.62,2.16,98.13
1989,5,18,-999,30.9,1.91,98.22
1989,5,19,-999,31.57,0.49,98.08
1989,5,20,-999,31.26,2.52,97.97
1989,5,21,-999,31.94,3.45,97.88
1989,5,22,-999,29.03,0.37,98
1989,5,23,-999,31.12,0,98
1989,5,24,-999,31.58,0.12,98.11
1989,5,25,-999,32.12,0.15,98.08
1989,5,26,-999,31.72,0.11,97.98
1989,5,27,-999,31.87,0.06,98.01
1989,5,28,-999,32.86,0.38,98.04
1989,5,29,-999,34.26,0.14,98.09
1989,5,30,-999,32.53,0.06,98.23
1989,5,31,-999,33.38,0.23,98.22
1989,6,1,-999,34.46,0.86,98.17
1989,6,2,-999,32.05,0.64,98.15
1989,6,3,-999,31.83,0.73,98.17
1989,6,4,-999,30.67,0.26,98.16
1989,6,5,-999,28.46,0.07,98.13
1989,6,6,-999,28.61,8.8,98.11
1989,6,7,-999,28.85,1.2,98.17
1989,6,8,-999,28.12,0.11,98.3
1989,6,9,-999,28.28,0.07,98.23
1989,6,10,-999,28.27,0.29,98.15
1989,6,11,-999,28.62,0.24,98.12
1989,6,12,-999,28.73,1.34,98.22
1989,6,13,-999,30.19,0.91,98.23
1989,6,14,-999,30.34,0.32,98.29
1989,6,15,-999,29.63,0.11,98.42
1989,6,16,-999,29.69,0.12,98.49
1989,6,17,-999,30.65,0.08,98.48
1989,6,18,-999,30.52,1.39,98.53
1989,6,19,-999,28.98,0.05,98.49
1989,6,20,-999,29.33,1.49,98.37
1989,6,21,-999,29.9,0.13,98.33
1989,6,22,-999,28.66,0.05,98.37
1989,6,23,-999,29.98,0.26,98.35
1989,6,24,-999,27.62,0.18,98.35
1989,6,25,-999,29.37,3.91,98.35
1989,6,26,-999,29.96,0.16,98.26
1989,6,27,-999,29.4,0.34,98.25
1989,6,28,-999,27.84,0.11,98.25
1989,6,29,-999,30.51,0.03,98.11
1989,6,30,-999,31.66,0.03,98.03
1989,7,1,-999,32.06,0.06,98.04
1989,7,2,-999,32.51,0.07,98.14
1989,7,3,-999,29.76,0.39,98.31
1989,7,4,-999,29.88,0.28,98.28
1989,7,5,-999,26.81,6.96,98.24
1989,7,6,-999,26.44,3.63,98.22
1989,7,7,-999,28.73,1.66,98.13
1989,7,8,-999,27.71,19.66,98.19
1989,7,9,-999,27.11,3.18,98.24
1989,7,10,-999,28.55,4,98.17
1989,7,11,-999,28.23,3.41,98.08
1989,7,12,-999,26.24,28.17,98.02
1989,7,13,-999,25.98,4.06,98.1
1989,7,14,-999,25.88,1.55,98.23
1989,7,15,-999,25.94,0.39,98.18
1989,7,16,-999,24.9,0.75,98
1989,7,17,-999,26.9,0.43,98.04
1989,7,18,-999,27.76,0.29,98.12
1989,7,19,-999,26.93,0.08,98.23
1989,7,20,-999,26.8,0.1,98.14
1989,7,21,-999,26.75,0.48,98.07
1989,7,22,-999,25.33,1.56,97.93
1989,7,23,-999,27.15,3,97.77
1989,7,24,-999,28.05,1.29,98.04
1989,7,25,-999,27.62,0.62,98.33
1989,7,26,-999,27.38,0.37,98.31
1989,7,27,-999,25.96,0.78,98.46
1989,7,28,-999,27.62,0.1,98.52
1989,7,29,-999,29.39,0.08,98.55
1989,7,30,-999,28.72,5,98.51
1989,7,31,-999,30.13,0.02,98.48
1989,8,1,-999,29.71,0.03,98.39
1989,8,2,-999,28.9,0,98.45
1989,8,3,-999,28.4,0.07,98.43
1989,8,4,-999,28.4,0.05,98.25
1989,8,5,-999,28.3,1.12,98.17
1989,8,6,-999,29.01,0.81,98.15
1989,8,7,-999,28.62,4.68,98.21
1989,8,8,-999,30.23,0.07,98.17
1989,8,9,-999,31.02,0.13,98.12
1989,8,10,-999,29.97,0.02,98.17
1989,8,11,-999,27.21,2.97,98.3
1989,8,12,-999,27.69,3.76,98.22
1989,8,13,-999,29.48,0.17,98.22
1989,8,14,-999,29.44,0.02,98.23
1989,8,15,-999,28.36,0.22,98.23
1989,8,16,-999,27.56,0.43,98.21
1989,8,17,-999,26.58,0.06,98.27
1989,8,18,-999,27.23,0.79,98.22
1989,8,19,-999,28.95,0.29,98.2
1989,8,20,-999,29.37,0.16,98.26
1989,8,21,-999,29.23,0.02,98.33
1989,8,22,-999,28.87,0.19,98.28
1989,8,23,-999,30.39,0.02,98.15
1989,8,24,-999,29.74,0.04,98.09
1989,8,25,-999,29.01,0.29,98.13
1989,8,26,-999,28.51,0.24,98.19
1989,8,27,-999,31.05,0.1,98.14
1989,8,28,-999,30.55,0.17,98.18
1989,8,29,-999,30.69,1.6,98.1
1989,8,30,-999,30.85,0.23,98.05
1989,8,31,-999,30.24,0.08,98.12
1989,9,1,-999,30.6,0.07,98.21
1989,9,2,-999,30.32,0.86,98.27
1989,9,3,-999,28.4,27.16,98.26
1989,9,4,-999,28.23,3.94,98.3
1989,9,5,-999,28.59,0.98,98.26
1989,9,6,-999,29.05,3.62,98.22
1989,9,7,-999,27.11,0.57,98.28
1989,9,8,-999,29.6,0.26,98.22
1989,9,9,-999,29.86,0.03,98.23
1989,9,10,-999,28.94,0.02,98.24
1989,9,11,-999,30,0.05,98.2
1989,9,12,-999,29.96,0.09,98.16
1989,9,13,-999,29.8,1.84,98.13
1989,9,14,-999,30.12,0.29,98.12
1989,9,15,-999,30.82,0.19,98.14
1989,9,16,-999,28.35,0.11,98.12
1989,9,17,-999,27.29,2.26,98.12
1989,9,18,-999,28.45,2.51,98.12
1989,9,19,-999,28.01,4.29,98.09
1989,9,20,-999,26.8,14.86,98.25
1989,9,21,-999,25.6,6.87,98.32
1989,9,22,-999,27.57,13.47,98.21
1989,9,23,-999,27.48,7.16,98.28
1989,9,24,-999,29.05,1.32,98.28
1989,9,25,-999,28.19,0.46,98.27
1989,9,26,-999,27.38,1.04,98.39
1989,9,27,-999,26.82,0.57,98.53
1989,9,28,-999,26.87,1.48,98.61
1989,9,29,-999,26.89,1.21,98.66
1989,9,30,-999,26.66,4.1,98.64
1989,10,1,-999,26.71,2.24,98.6
1989,10,2,-999,27.97,1.01,98.48
1989,10,3,-999,29.3,0.07,98.38
1989,10,4,-999,29.58,0.1,98.28
1989,10,5,-999,27.9,5.58,98.12
1989,10,6,-999,28.48,1.02,98.07
1989,10,7,-999,28.8,5.27,98.13
1989,10,8,-999,27.79,2.81,98.19
1989,10,9,-999,25.48,27.1,98.24
1989,10,10,-999,25.87,4.09,98.29
1989,10,11,-999,27.23,3.09,98.27
1989,10,12,-999,25.84,2.47,98.37
1989,10,13,-999,28.04,0.9,98.36
1989,10,14,-999,28.25,0.86,98.32
1989,10,15,-999,29.58,0.11,98.25
1989,10,16,-999,29.86,0.01,98.32
1989,10,17,-999,29.58,0.74,98.39
1989,10,18,-999,29.15,1.63,98.41
1989,10,19,-999,28.41,0.14,98.53
1989,10,20,-999,27.32,0.36,98.59
1989,10,21,-999,24.75,9.74,98.59
1989,10,22,-999,26.46,0.55,98.49
1989,10,23,-999,28.27,1.12,98.43
1989,10,24,-999,28.6,0.6,98.46
1989,10,25,-999,27.32,0.09,98.53
1989,10,26,-999,28.3,3.61,98.58
1989,10,27,-999,28.31,0.65,98.58
1989,10,28,-999,26.87,1.57,98.54
1989,10,29,-999,26.68,1.4,98.54
1989,10,30,-999,26.3,5.02,98.6
1989,10,31,-999,25.94,4.52,98.69
1989,11,1,-999,26.37,3.49,98.69
1989,11,2,-999,26.16,5.11,98.71
1989,11,3,-999,26.35,1.93,98.66
1989,11,4,-999,27.58,2.01,98.6
1989,11,5,-999,27.52,0.84,98.56
1989,11,6,-999,27.14,4.12,98.51
1989,11,7,-999,25.89,0.07,98.62
1989,11,8,-999,26.83,0,98.59
1989,11,9,-999,28.04,0.02,98.52
1989,11,10,-999,25.87,1.2,98.48
1989,11,11,-999,25.2,1.56,98.34
1989,11,12,-999,24.12,4.03,98.18
1989,11,13,-999,24.37,19.99,98.49
1989,11,14,-999,24.37,10.95,98.67
1989,11,15,-999,25.26,1.28,98.65
1989,11,16,-999,26.34,0.15,98.65
1989,11,17,-999,26.34,0.54,98.62
1989,11,18,-999,25.84,6.2,98.6
1989,11,19,-999,25.47,15.07,98.7
1989,11,20,-999,24.48,4.13,98.86
1989,11,21,-999,23.82,0.1,98.93
1989,11,22,-999,23.75,0,98.92
1989,11,23,-999,23.08,0,98.9
1989,11,24,-999,23.75,0.03,98.87
1989,11,25,-999,23.44,0,99.02
1989,11,26,-999,24.72,0,99.02
1989,11,27,-999,25.48,1.54,98.9
1989,11,28,-999,25.43,0.6,98.9
1989,11,29,-999,25.43,0.04,98.96
1989,11,30,-999,25.6,1.74,99.02
1989,12,1,-999,26.02,7.05,98.98
1989,12,2,-999,25.23,7.1,98.95
1989,12,3,-999,24.6,9.75,98.97
1989,12,4,-999,23.07,6.9,98.99
1989,12,5,-999,24.07,0.24,98.99
1989,12,6,-999,24.19,0.05,99.01
1989,12,7,-999,24.69,0,98.96
1989,12,8,-999,24.33,0,98.94
1989,12,9,-999,23.26,0,98.97
1989,12,10,-999,23.8,0,98.92
1989,12,11,-999,24.41,0.3,98.89
1989,12,12,-999,24.24,1.13,98.91
1989,12,13,-999,23.46,0.16,98.98
1989,12,14,-999,23.97,0,98.98
1989,12,15,-999,23.75,0,98.94
1989,12,16,-999,23.99,0.01,98.96
1989,12,17,-999,23.73,0,98.92
1989,12,18,-999,24.18,0,98.94
1989,12,19,-999,24.62,2.82,98.91
1989,12,20,-999,23.73,1.97,98.81
1989,12,21,-999,24.51,0.03,98.78
1989,12,22,-999,24.69,0,98.66
1989,12,23,-999,25.33,0,98.56
1989,12,24,-999,26.08,0,98.61
1989,12,25,-999,26.62,0,98.71
1989,12,26,-999,27.18,0,98.61
1989,12,27,-999,27.28,0,98.58
1989,12,28,-999,26.83,0.01,98.73
1989,12,29,-999,26.55,0.05,98.85
1989,12,30,-999,26.6,0.34,98.77
1989,12,31,-999,27.16,0.25,98.65
1990,1,1,-999,27.65,0.87,98.63
1990,1,2,-999,27,0.07,98.64
1990,1,3,-999,25.96,0.01,98.76
1990,1,4,-999,25.24,0,98.9
1990,1,5,-999,23.91,0,98.98
1990,1,6,-999,24.2,2.03,98.89
1990,1,7,-999,24.55,23.42,98.86
1990,1,8,-999,24.41,11.13,98.93
1990,1,9,-999,24.05,5.86,98.92
1990,1,10,-999,24.28,0.49,98.91
1990,1,11,-999,24.92,0,98.87
1990,1,12,-999,23.29,0,98.88
1990,1,13,-999,21.73,0,98.79
1990,1,14,-999,21.43,0,98.72
1990,1,15,-999,20.56,0,98.81
1990,1,16,-999,22.53,0,98.76
1990,1,17,-999,22.6,0,98.73
1990,1,18,-999,22.94,0,98.79
1990,1,19,-999,22.34,0,98.81
1990,1,20,-999,22.48,0,98.75
1990,1,21,-999,23.16,0,98.66
1990,1,22,-999,23.69,0,98.71
1990,1,23,-999,24.22,0,98.89
1990,1,24,-999,24.42,0,98.91
1990,1,25,-999,25.59,0,98.87
1990,1,26,-999,24.73,0,98.88
1990,1,27,-999,24.55,0,98.87
1990,1,28,-999,24.26,0,98.8
1990,1,29,-999,24.7,0,98.86
1990,1,30,-999,25.08,0,98.89
1990,1,31,-999,25.69,0,98.89
1990,2,1,-999,25.21,0.04,98.77
1990,2,2,-999,25.5,0.1,98.83
1990,2,3,-999,25.15,0,98.95
1990,2,4,-999,25.48,0,98.9
1990,2,5,-999,25.98,0,98.76
1990,2,6,-999,25.91,0,98.86
1990,2,7,-999,26.6,0,99
1990,2,8,-999,28.02,0,98.9
1990,2,9,-999,28.33,0.01,98.78
1990,2,10,-999,28.67,0,98.84
1990,2,11,-999,28.54,0,98.96
1990,2,12,-999,28.53,0,98.95
1990,2,13,-999,29.25,0,98.82
1990,2,14,-999,30.23,0,98.68
1990,2,15,-999,31.21,0,98.54
1990,2,16,-999,31.01,0,98.5
1990,2,17,-999,32.79,0.18,98.45
1990,2,18,-999,33.2,0.13,98.38
1990,2,19,-999,31.73,0.02,98.47
1990,2,20,-999,32.77,0.73,98.42
1990,2,21,-999,31.29,0.03,98.39
1990,2,22,-999,31.07,0,98.29
1990,2,23,-999,31.69,0,98.23
1990,2,24,-999,31.98,0,98.3
1990,2,25,-999,32.06,0,98.37
1990,2,26,-999,32.84,0,98.35
1990,2,27,-999,33.09,0,98.42
1990,2,28,-999,32.94,0,98.58
1990,3,1,-999,33.5,0,98.55
1990,3,2,-999,33.48,0,98.38
1990,3,3,-999,34.19,0.03,98.29
1990,3,4,-999,34.58,0.02,98.36
1990,3,5,-999,34.59,0,98.36
1990,3,6,-999,34.4,0,98.5
1990,3,7,-999,32.83,0,98.74
1990,3,8,-999,34.8,0.09,98.72
1990,3,9,-999,32.98,1.8,98.76
1990,3,10,-999,31.94,4.78,98.81
1990,3,11,-999,30.58,6.31,98.85
1990,3,12,-999,31.61,0.68,98.73
1990,3,13,-999,33.02,0.01,98.67
1990,3,14,-999,33.31,0.12,98.69
1990,3,15,-999,34.07,0.04,98.68
1990,3,16,-999,33.4,0.24,98.68
1990,3,17,-999,31.08,0.28,98.79
1990,3,18,-999,31.02,0.11,98.81
1990,3,19,-999,32.06,0.01,98.72
1990,3,20,-999,33.18,0,98.63
1990,3,21,-999,33.59,0,98.53
1990,3,22,-999,33.93,0,98.55
1990,3,23,-999,34.81,0,98.44
1990,3,24,-999,35.83,0,98.36
1990,3,25,-999,36.69,0,98.32
1990,3,26,-999,36.07,0.01,98.29
1990,3,27,-999,36.4,0.11,98.29
1990,3,28,-999,36.83,0.04,98.37
1990,3,29,-999,36.4,0.06,98.44
1990,3,30,-999,35.5,0,98.46
1990,3,31,-999,35.18,0,98.49
1990,4,1,-999,35.41,0,98.41
1990,4,2,-999,35.97,0,98.33
1990,4,3,-999,37.11,0,98.37
1990,4,4,-999,38.23,0,98.24
1990,4,5,-999,37.35,0,98.19
1990,4,6,-999,35.87,0.53,98.29
1990,4,7,-999,35.4,1.06,98.43
1990,4,8,-999,36.72,0,98.37
1990,4,9,-999,36.87,0.07,98.07
1990,4,10,-999,35.17,0.04,98.02
1990,4,11,-999,37.33,0.86,98.1
1990,4,12,-999,36.33,0.42,98.19
1990,4,13,-999,34.58,0,98.2
1990,4,14,-999,36.78,0,98.08
1990,4,15,-999,36.46,0,98.02
1990,4,16,-999,35.36,0.2,98.18
1990,4,17,-999,34.27,1.07,98.26
1990,4,18,-999,37.17,0.29,98.11
1990,4,19,-999,38.12,0,98.08
1990,4,20,-999,36.44,0,98.17
1990,4,21,-999,35.48,5.16,98.28
1990,4,22,-999,35.59,0,98.34
1990,4,23,-999,36.55,0,98.37
1990,4,24,-999,36.02,0,98.24
1990,4,25,-999,36.43,0,98.25
1990,4,26,-999,36.23,0,98.28
1990,4,27,-999,35.57,0,98.35
1990,4,28,-999,36.44,0,98.29
1990,4,29,-999,37.05,0.05,98.23
1990,4,30,-999,37.13,0.05,98.22
1990,5,1,-999,37.19,0.11,98.21
1990,5,2,-999,34.9,0.02,98.21
1990,5,3,-999,36.96,0.27,98.1
1990,5,4,-999,36.35,1.03,98.08
1990,5,5,-999,34.74,1.52,98.09
1990,5,6,-999,33.61,6.63,98.02
1990,5,7,-999,30.06,4.3,97.93
1990,5,8,-999,31.68,2.76,97.75
1990,5,9,-999,32.85,1.17,97.6
1990,5,10,-999,31.48,0.16,97.68
1990,5,11,-999,33.03,0.87,97.86
1990,5,12,-999,30.94,0.29,98.03
1990,5,13,-999,34.18,0.74,98.01
1990,5,14,-999,34.25,0,98.05
1990,5,15,-999,34.58,0,98.07
1990,5,16,-999,33.81,0,98.07
1990,5,17,-999,34.14,0.11,97.99
1990,5,18,-999,32.1,1.69,98.21
1990,5,19,-999,31.36,0.88,98.19
1990,5,20,-999,29.33,0.47,98.24
1990,5,21,-999,31.01,0.52,98.17
1990,5,22,-999,31.04,0.62,98.17
1990,5,23,-999,32.08,0.29,98.24
1990,5,24,-999,28.36,27.86,98.33
1990,5,25,-999,26.37,7.2,98.3
1990,5,26,-999,26.79,1.85,98.4
1990,5,27,-999,28.67,2.77,98.3
1990,5,28,-999,28.1,1.93,98.26
1990,5,29,-999,29.28,1.21,98.16
1990,5,30,-999,29.75,0.02,98.05
1990,5,31,-999,28.22,0.06,98.1
1990,6,1,-999,29.6,0.19,98.17
1990,6,2,-999,28.86,0.03,98.15
1990,6,3,-999,29.92,0.49,98.11
1990,6,4,-999,29.35,0.69,98.13
1990,6,5,-999,30.12,0.03,98.09
1990,6,6,-999,29.76,0.06,98.18
1990,6,7,-999,30.1,0.07,98.25
1990,6,8,-999,29.64,0.16,98.29
1990,6,9,-999,30.05,0.05,98.18
1990,6,10,-999,29.64,1.27,98.19
1990,6,11,-999,29.1,0.09,98.24
1990,6,12,-999,29.21,0.18,98.24
1990,6,13,-999,29.05,0.69,98.09
1990,6,14,-999,31.01,0.17,98.07
1990,6,15,-999,28.89,0.79,98.25
1990,6,16,-999,30.33,0.1,98.15
1990,6,17,-999,28.56,0.02,98.19
1990,6,18,-999,29.94,0.26,98.19
1990,6,19,-999,31.01,0.1,98.08
1990,6,20,-999,31.8,0.1,98.09
1990,6,21,-999,30.36,0.05,98.2
1990,6,22,-999,30.56,0.25,98.16
1990,6,23,-999,31.26,0.05,98.14
1990,6,24,-999,31.51,0.02,98.21
1990,6,25,-999,31.61,0.02,98.13
1990,6,26,-999,30.61,0.04,98.08
1990,6,27,-999,31.73,0.01,98.03
1990,6,28,-999,30.15,0.23,98.13
1990,6,29,-999,29.56,0.74,98.22
1990,6,30,-999,29.58,0.19,98.2
1990,7,1,-999,30.17,0.01,98.14
1990,7,2,-999,29.46,0.44,98.18
1990,7,3,-999,28.74,0.81,98.28
1990,7,4,-999,30.5,0.14,98.26
1990,7,5,-999,31.23,0.36,98.26
1990,7,6,-999,29.8,0.37,98.37
1990,7,7,-999,30.42,4.98,98.41
1990,7,8,-999,26.81,9.29,98.54
1990,7,9,-999,28.02,0.24,98.42
1990,7,10,-999,27.04,6.43,98.43
1990,7,11,-999,27.47,1.92,98.44
1990,7,12,-999,27.01,1.17,98.48
1990,7,13,-999,29.48,0.02,98.33
1990,7,14,-999,28.33,0.38,98.31
1990,7,15,-999,27.92,0.15,98.41
1990,7,16,-999,27.41,0.38,98.38
1990,7,17,-999,27.07,0.19,98.28
1990,7,18,-999,27.94,0.19,98.18
1990,7,19,-999,28.03,0.18,98.25
1990,7,20,-999,27.9,0.2,98.34
1990,7,21,-999,28.62,0.12,98.33
1990,7,22,-999,28.58,0.8,98.29
1990,7,23,-999,29.22,0.25,98.24
1990,7,24,-999,29.22,0.03,98.27
1990,7,25,-999,31.01,0.1,98.29
1990,7,26,-999,30.12,0.04,98.15
1990,7,27,-999,31.99,0.01,98.07
1990,7,28,-999,30.52,0.29,98.16
1990,7,29,-999,31.94,0.88,98.17
1990,7,30,-999,30.89,0.02,98.18
1990,7,31,-999,30.99,0.14,98.1
1990,8,1,-999,30.08,0.03,98.16
1990,8,2,-999,30.5,0.48,98.24
1990,8,3,-999,29.62,1.18,98.29
1990,8,4,-999,29.63,1.4,98.28
1990,8,5,-999,29.21,0.33,98.28
1990,8,6,-999,28.16,3.86,98.25
1990,8,7,-999,25.76,9.48,98.32
1990,8,8,-999,26.25,2.84,98.29
1990,8,9,-999,26.68,4.92,98.22
1990,8,10,-999,27.76,2.27,98.18
1990,8,11,-999,26.99,1.06,98.3
1990,8,12,-999,28.12,0.1,98.21
1990,8,13,-999,28.45,0.06,98.25
1990,8,14,-999,28.05,0.4,98.29
1990,8,15,-999,27.72,0.55,98.24
1990,8,16,-999,28.99,0.05,98.27
1990,8,17,-999,29.71,0.02,98.3
1990,8,18,-999,28.27,0,98.25
1990,8,19,-999,29.27,0.01,98.19
1990,8,20,-999,30.31,0,98.26
1990,8,21,-999,30.44,0,98.27
1990,8,22,-999,29.94,0.01,98.24
1990,8,23,-999,28.85,0.14,98.34
1990,8,24,-999,31.3,0.08,98.37
1990,8,25,-999,30.94,0.31,98.41
1990,8,26,-999,31.67,0.57,98.32
1990,8,27,-999,29.78,10.77,98.32
1990,8,28,-999,29.45,1.44,98.32
1990,8,29,-999,29.25,0.41,98.3
1990,8,30,-999,30.65,0.78,98.15
1990,8,31,-999,30.28,0.01,98.17
1990,9,1,-999,30.89,0,98.23
1990,9,2,-999,31.69,0.18,98.32
1990,9,3,-999,29.93,0.06,98.25
1990,9,4,-999,31.66,0.03,98.27
1990,9,5,-999,29.79,0.77,98.31
1990,9,6,-999,30.64,0.09,98.37
1990,9,7,-999,30.16,0.57,98.46
1990,9,8,-999,29.53,31.49,98.47
1990,9,9,-999,27.73,3.95,98.42
1990,9,10,-999,27.48,10.75,98.39
1990,9,11,-999,27.26,5.6,98.32
1990,9,12,-999,29.39,2.84,98.17
1990,9,13,-999,29.23,0.03,98.16
1990,9,14,-999,29.52,0,98.25
1990,9,15,-999,28.69,2.99,98.35
1990,9,16,-999,26.12,0.21,98.4
1990,9,17,-999,30.38,0.48,98.23
1990,9,18,-999,28.97,31.83,98.15
1990,9,19,-999,27.8,2.87,98.18
1990,9,20,-999,27.76,0.19,98.24
1990,9,21,-999,28.66,0.34,98.31
1990,9,22,-999,30.09,0.32,98.31
1990,9,23,-999,26.44,17.67,98.34
1990,9,24,-999,25.71,15.85,98.37
1990,9,25,-999,26.65,1.86,98.48
1990,9,26,-999,26.83,0.58,98.58
1990,9,27,-999,28.49,0.61,98.49
1990,9,28,-999,27.37,0.2,98.46
1990,9,29,-999,26.78,0.19,98.44
1990,9,30,-999,27.28,3.63,98.44
1990,10,1,-999,27.01,0.49,98.52
1990,10,2,-999,28.09,0.11,98.55
1990,10,3,-999,28.6,0.38,98.42
1990,10,4,-999,28.68,0.26,98.41
1990,10,5,-999,29,0,98.35
1990,10,6,-999,29.17,0,98.25
1990,10,7,-999,26.58,0,98.21
1990,10,8,-999,29.58,0.08,98.25
1990,10,9,-999,29.93,0.05,98.39
1990,10,10,-999,31.26,0.03,98.48
1990,10,11,-999,30.53,0,98.61
1990,10,12,-999,29.92,0.08,98.61
1990,10,13,-999,29.85,1.59,98.5
1990,10,14,-999,29.19,1.45,98.45
1990,10,15,-999,29,1.84,98.5
1990,10,16,-999,29.58,0.6,98.47
1990,10,17,-999,29.98,0.59,98.41
1990,10,18,-999,29.62,0.74,98.44
1990,10,19,-999,26.61,0.99,98.47
1990,10,20,-999,26.34,12.63,98.38
1990,10,21,-999,26.33,1.77,98.43
1990,10,22,-999,26.4,8.94,98.42
1990,10,23,-999,25.41,9.64,98.4
1990,10,24,-999,26.26,17.82,98.46
1990,10,25,-999,25.75,6.82,98.53
1990,10,26,-999,26.01,7.13,98.6
1990,10,27,-999,25.84,17.3,98.57
1990,10,28,-999,26.16,13.43,98.57
1990,10,29,-999,25.74,10.75,98.64
1990,10,30,-999,25.26,10.85,98.58
1990,10,31,-999,26.15,7.45,98.47
1990,11,1,-999,25.27,14.99,98.34
1990,11,2,-999,25.07,2.25,98.36
1990,11,3,-999,24.77,2.15,98.3
1990,11,4,-999,24.4,6.48,98.23
1990,11,5,-999,25.78,0.02,98.32
1990,11,6,-999,25.51,0,98.49
1990,11,7,-999,24.17,0,98.61
1990,11,8,-999,24.77,0.63,98.6
1990,11,9,-999,25.86,0.01,98.67
1990,11,10,-999,25.44,0,98.78
1990,11,11,-999,25.8,0,98.66
1990,11,12,-999,25.41,0,98.68
1990,11,13,-999,25.68,0,98.78
1990,11,14,-999,26.89,0,98.71
1990,11,15,-999,27.87,0,98.58
1990,11,16,-999,28.26,0.05,98.59
1990,11,17,-999,28.02,0,98.63
1990,11,18,-999,27.55,0.44,98.62
1990,11,19,-999,27.24,0.02,98.65
1990,11,20,-999,27.01,0,98.7
1990,11,21,-999,26.91,0,98.72
1990,11,22,-999,26.67,0.05,98.68
1990,11,23,-999,27.27,0.05,98.64
1990,11,24,-999,27.48,0.3,98.63
1990,11,25,-999,25.41,0.45,98.66
1990,11,26,-999,25.02,3.88,98.7
1990,11,27,-999,25.94,0.33,98.7
1990,11,28,-999,25.48,4.46,98.7
1990,11,29,-999,25.42,0.37,98.64
1990,11,30,-999,25.16,0,98.64
1990,12,1,-999,25.46,0,98.61
1990,12,2,-999,26.87,0,98.67
1990,12,3,-999,25.44,0.18,98.83
1990,12,4,-999,26.2,0.1,99.01
1990,12,5,-999,26.66,0.22,99.01
1990,12,6,-999,25.18,1.13,98.94
