year,month,day,Allsky_Surface_UV_INDEX,Temperature,Precipitation,wind_pressure
2005,7,6,1.8,24.37,0.98,98.16
2005,7,7,2.01,24.98,0.18,98.02
2005,7,8,2.3,24.76,4.38,97.92
2005,7,9,1.91,24.71,15.32,97.92
2005,7,10,1.69,23.83,19.93,98.03
2005,7,11,1.96,24.28,5.03,98.14
2005,7,12,2.39,24.53,0.45,98.11
2005,7,13,2.03,24.31,1.12,98.01
2005,7,14,1.94,24.3,2.86,98.05
2005,7,15,1.59,24.12,4.17,97.97
2005,7,16,1.95,24.76,6.86,97.94
2005,7,17,1.88,24.63,5.79,97.84
2005,7,18,2.29,24.9,1.07,97.9
2005,7,19,2.06,24.75,0.6,98.04
2005,7,20,2.13,24.85,1.86,98.01
2005,7,21,2.33,24.9,0.04,98.05
2005,7,22,1.96,24.79,5.18,97.99
2005,7,23,1.88,24.63,6.87,98.02
2005,7,24,1.71,24.73,1.31,98.05
2005,7,25,1.44,24.69,1.57,98.01
2005,7,26,1.79,24.5,11.14,97.98
2005,7,27,1.92,25.08,17.98,97.93
2005,7,28,1.88,25.09,26.13,98.02
2005,7,29,1.78,24.39,27.18,98.06
2005,7,30,1.6,23.84,25.94,97.95
2005,7,31,1.88,24.67,14.92,97.87
2005,8,1,1.84,24.54,16.52,97.99
2005,8,2,2.12,24.2,3.49,98.01
2005,8,3,2.35,24.43,1.08,98.05
2005,8,4,2.24,24.61,0.72,98.13
2005,8,5,2.18,24.88,0.31,98.16
2005,8,6,2.71,24.83,0.02,98.11
2005,8,7,2.77,25.08,0,98.02
2005,8,8,2.59,25.02,0,98.13
2005,8,9,2.38,24.91,0.49,98.22
2005,8,10,2.59,25.15,0.35,98.13
2005,8,11,2.26,25.23,0.17,98.06
2005,8,12,2.06,24.88,0.04,98.03
2005,8,13,2.3,25.25,1.01,97.95
2005,8,14,2.41,24.83,0.41,97.96
2005,8,15,2.43,25.41,1.92,97.94
2005,8,16,2.55,24.81,0.51,98
2005,8,17,2.76,24.84,0.02,98.07
2005,8,18,2.63,24.69,0,98.07
2005,8,19,2.17,24.58,0.09,98.12
2005,8,20,2.54,24.34,0,98.09
2005,8,21,2.72,25.47,0.04,98.04
2005,8,22,2.57,25.39,0.03,98.09
2005,8,23,2.33,25.48,0.29,98.14
2005,8,24,2.48,24.98,0.06,98.21
2005,8,25,2.59,25.26,1.72,98.16
2005,8,26,2.6,25.76,2.9,98.1
2005,8,27,2.42,24.75,5.78,98.06
2005,8,28,2.48,25.26,0.36,97.96
2005,8,29,2.49,26.16,0.4,97.97
2005,8,30,2.31,26.41,5.86,97.83
2005,8,31,2.2,25.67,11.24,97.71
2005,9,1,2.46,25.65,5.37,97.75
2005,9,2,2,24.73,27,97.82
2005,9,3,2.14,25,9.23,97.73
2005,9,4,1.8,24.8,54.97,97.6
2005,9,5,1.52,24.24,24.02,97.75
2005,9,6,1.55,23.97,13.06,97.84
2005,9,7,1.76,23.92,10.44,97.86
2005,9,8,2.15,24.54,2.19,97.81
2005,9,9,2.14,25.15,0.43,97.89
2005,9,10,1.49,24.9,20.01,97.9
2005,9,11,1.51,23.95,18.22,97.87
2005,9,12,1.69,24.37,7.44,97.9
2005,9,13,1.7,24.34,2.56,97.96
2005,9,14,2.33,24.86,0.38,98.08
2005,9,15,2.21,24.54,3.75,98.26
2005,9,16,2.7,25.33,0.22,98.3
2005,9,17,2.67,25.47,0,98.39
2005,9,18,2.81,25.26,0,98.4
2005,9,19,2.39,24.65,3.13,98.27
2005,9,20,2.15,24.97,5.08,98.09
2005,9,21,2.71,24.62,0.86,98.11
2005,9,22,2.51,25.18,0.04,98.22
2005,9,23,2.63,25.15,0,98.29
2005,9,24,2.53,25.33,0.03,98.29
2005,9,25,2.71,25.25,0.39,98.19
2005,9,26,2.45,24.86,0,98.12
2005,9,27,2.67,25.44,0,98.09
2005,9,28,2.41,24.75,0.55,98.12
2005,9,29,2.45,25.22,0.01,98.06
2005,9,30,2.48,24.89,0,98.17
2005,10,1,2.59,24.54,0.01,98.22
2005,10,2,2.3,24.81,0.31,98.2
2005,10,3,2.35,25.62,0.12,98.06
2005,10,4,2.04,26.08,6.97,98.09
2005,10,5,2.06,25.87,1.62,98.16
2005,10,6,1.95,26.8,0.01,98.14
2005,10,7,2.05,25.44,0.07,98.12
2005,10,8,1.94,24.93,10.81,98.12
2005,10,9,1.85,24.87,0.86,98.12
2005,10,10,1.92,25.86,3.95,98.03
2005,10,11,1.59,24.81,33.46,98.01
2005,10,12,1.54,24.28,41.28,97.94
2005,10,13,1.92,24.12,7.42,97.85
2005,10,14,1.89,24.99,4.07,97.83
2005,10,15,2.68,25.32,0.8,98.01
2005,10,16,2.7,25.3,0,98.13
2005,10,17,2.45,25.08,0.02,98.24
2005,10,18,2.09,24.4,4.05,98.24
2005,10,19,2.19,24.73,0.79,98.13
2005,10,20,2.22,25.26,0.08,98
2005,10,21,2.25,25.13,29.9,98
2005,10,22,1.98,24.65,68.16,98.06
2005,10,23,2,24.31,15.11,98.09
2005,10,24,1.2,24.01,24.67,98.13
2005,10,25,1.79,24,10.39,98.1
2005,10,26,1.68,24.37,2.03,98.06
2005,10,27,2.09,24.48,0.11,98.09
2005,10,28,2.33,24.12,0.15,98.13
2005,10,29,2.45,25.02,7.82,98.07
2005,10,30,2.09,25.12,3.23,98.04
2005,10,31,2.12,25.25,0.62,98.08
2005,11,1,1.98,24.81,6.92,98.09
2005,11,2,1.42,23.92,4.12,98.2
2005,11,3,1.29,24.22,4.91,98.21
2005,11,4,1.13,23.69,4.18,98.2
2005,11,5,1.09,23.2,5.4,98.19
2005,11,6,1.38,23.24,40.51,98.14
2005,11,7,1.75,24.1,11.63,98.05
2005,11,8,1.7,23.9,33.69,98
2005,11,9,1.75,24.76,2.79,98.1
2005,11,10,1.37,24.08,9.31,98.17
2005,11,11,1.86,25.2,11.86,98.14
2005,11,12,0.45,23.63,12.62,98.3
2005,11,13,1.48,23.63,84.91,98.38
2005,11,14,1.52,22.93,10.59,98.42
2005,11,15,1.87,24.34,0.01,98.29
2005,11,16,1.84,21.78,0,98.28
2005,11,17,1.95,20.83,0.36,98.36
2005,11,18,2.01,20.79,0.06,98.38
2005,11,19,1.8,22.09,0.47,98.36
2005,11,20,1.16,21.94,0.38,98.33
2005,11,21,1.14,23.05,2.08,98.1
2005,11,22,0.65,23,6.13,97.87
2005,11,23,1.2,23.99,40.73,98.06
2005,11,24,0.61,23.81,33.01,98.12
2005,11,25,1.59,22.92,24.49,98.22
2005,11,26,1.96,23.26,5.59,98.25
2005,11,27,1.68,24.12,6.1,98.28
2005,11,28,1.81,23.98,1.17,98.3
2005,11,29,1.7,22.73,12.44,98.27
2005,11,30,1.66,23.68,9.88,98.05
2005,12,1,1.82,24.13,0.44,98
2005,12,2,2,23.83,18.78,98.11
2005,12,3,2.13,24.73,8.6,98.06
2005,12,4,1.75,24.46,2.7,97.99
2005,12,5,1.22,23.61,5.08,98.05
2005,12,6,1.64,23.43,0.29,98.18
2005,12,7,2,22.42,0,98.24
2005,12,8,2.02,22.1,0,98.17
2005,12,9,1.66,23.67,0.74,98.11
2005,12,10,1.09,22.84,36,98.15
2005,12,11,0.95,23.26,16.82,98.09
2005,12,12,1.62,22.98,1.59,98.21
2005,12,13,1.68,23.87,8.69,98.23
2005,12,14,1.52,23.64,1.11,98.19
2005,12,15,1.77,22.73,0.03,98.25
2005,12,16,2.05,21.31,0,98.28
2005,12,17,1.38,23.05,0.04,98.17
2005,12,18,1.29,24.12,0.67,98.1
2005,12,19,1.95,24.56,0.18,97.98
2005,12,20,1.82,24.99,0,98.02
2005,12,21,1.68,25.39,0.02,98.16
2005,12,22,1.8,25.25,1.69,98.17
2005,12,23,1.95,24.99,0.15,98.16
2005,12,24,1.88,24.33,0,98.2
2005,12,25,1.78,23.21,0,98.38
2005,12,26,1.85,22.24,0,98.53
2005,12,27,1.84,20.48,0,98.62
2005,12,28,1.8,20.64,0,98.6
2005,12,29,1.76,21.82,0,98.57
2005,12,30,1.77,20.93,0,98.6
2005,12,31,1.78,20.8,0,98.58
2006,1,1,1.92,21.23,0.03,98.54
2006,1,2,1.66,21.04,0.01,98.42
2006,1,3,1.73,21.69,0.01,98.3
2006,1,4,1.76,22.66,0.14,98.22
2006,1,5,1.44,23.05,0.85,98.21
2006,1,6,1.52,23.03,0.16,98.22
2006,1,7,1.65,23.49,0.22,98.2
2006,1,8,1.39,23.15,5.19,98.24
2006,1,9,1.8,23.65,0.2,98.23
2006,1,10,1.77,23.73,0.01,98.21
2006,1,11,1.92,22.18,0.06,98.22
2006,1,12,1.34,22.91,0.32,98.23
2006,1,13,1.49,22.53,1.11,98.22
2006,1,14,0.58,22.71,3.89,98.27
2006,1,15,1.58,23.43,0.57,98.29
2006,1,16,1.3,23.6,15.68,98.37
2006,1,17,2,23.64,0.51,98.43
2006,1,18,2.31,22.35,0,98.43
2006,1,19,2.31,20.22,0,98.46
2006,1,20,2.3,19.45,0,98.51
2006,1,21,2.4,19.44,0,98.54
2006,1,22,2.3,19.88,0,98.51
2006,1,23,2.35,20.3,0,98.49
2006,1,24,2.26,20.51,0,98.52
2006,1,25,2.14,21.06,0,98.57
2006,1,26,2.32,20.91,0,98.65
2006,1,27,2.16,21.81,0.03,98.56
2006,1,28,2.23,22.39,0,98.4
2006,1,29,2.14,20.95,0,98.51
2006,1,30,2,20.23,0,98.6
2006,1,31,2.27,21.33,0,98.62
2006,2,1,2.38,21.73,0,98.6
2006,2,2,2.4,22.23,0,98.57
2006,2,3,1.75,23.41,0.07,98.57
2006,2,4,1.73,24.62,0.37,98.62
2006,2,5,2.1,24.83,0.02,98.5
2006,2,6,2.27,23.63,0,98.42
2006,2,7,2.48,21.71,0,98.46
2006,2,8,2.29,21.8,0,98.54
2006,2,9,2.28,23.92,0,98.62
2006,2,10,2.2,24.73,0.03,98.53
2006,2,11,2.15,24.31,0,98.44
2006,2,12,2.15,24.7,0,98.39
2006,2,13,2.29,22.77,0,98.43
2006,2,14,2.2,22.98,0,98.36
2006,2,15,2.35,24.98,0,98.26
2006,2,16,2.46,25.77,0,98.25
2006,2,17,2.48,25.65,0,98.33
2006,2,18,2.43,25.56,0,98.32
2006,2,19,2.4,25.91,0,98.3
2006,2,20,2.4,25.51,0,98.27
2006,2,21,2.3,25.13,0,98.26
2006,2,22,2.59,25.23,0,98.22
2006,2,23,2.63,25.68,0,98.15
2006,2,24,2.6,23.56,0,98.13
2006,2,25,2.34,27.23,0,98.14
2006,2,26,2.56,28.2,0,98.13
2006,2,27,2.26,26.82,0,98.16
2006,2,28,2.38,30.05,0,98.08
2006,3,1,2.4,29.9,0,98.07
2006,3,2,2.63,30.17,0.21,98.1
2006,3,3,1.97,26.33,36.75,98.27
2006,3,4,1.87,25.15,8.01,98.35
2006,3,5,2.66,27.61,2.75,98.26
2006,3,6,2.75,26.53,8.21,98.32
2006,3,7,2.36,26.99,0.34,98.31
2006,3,8,2.61,26.78,0.34,98.33
2006,3,9,2.55,26.15,1.78,98.4
2006,3,10,2.41,27.59,1.32,98.28
2006,3,11,2.46,28.65,2.28,98.18
2006,3,12,2.78,28.33,0.41,98.08
2006,3,13,2.63,28.96,0,98.1
2006,3,14,2.44,27.51,0.01,98.24
2006,3,15,2.76,29.06,0.01,98.24
2006,3,16,2.6,27.52,0,98.15
2006,3,17,1.96,29.23,0,98.13
2006,3,18,2.57,29.48,0,98.11
2006,3,19,2.58,28.87,0,98.17
2006,3,20,2.88,29.03,0,98.21
2006,3,21,2.16,28.15,0.01,98.11
2006,3,22,2.77,29.05,0.03,98
2006,3,23,2.49,30.43,0.05,97.91
2006,3,24,2.78,30.84,0.03,97.94
2006,3,25,2.48,30.98,0,98.1
2006,3,26,2.4,30.67,3.83,98.16
2006,3,27,2.62,30.78,0.37,98.01
2006,3,28,2.75,30.64,0,97.99
2006,3,29,2.62,31.17,0.01,98.1
2006,3,30,1.63,29.5,2.41,98.25
2006,3,31,2.32,30.69,0.53,98.23
2006,4,1,2.62,31.07,0,98.15
2006,4,2,2.61,30.44,0,98.12
2006,4,3,2.59,31.58,0,98.07
2006,4,4,2.38,32.32,0,98.05
2006,4,5,2.47,32.72,0,98.03
2006,4,6,2.4,33.39,0,98.06
2006,4,7,2.43,33.58,0,98
2006,4,8,2.29,33.76,0,97.88
2006,4,9,2.3,33.75,0.01,97.9
2006,4,10,2.28,32.99,1.21,98
2006,4,11,2.41,33.08,0.66,97.94
2006,4,12,2.66,33.2,0.24,97.82
2006,4,13,2.71,32.5,3.5,97.8
2006,4,14,2.3,28.66,2.42,98.01
2006,4,15,2.38,29.74,0.34,98.07
2006,4,16,2.37,28.79,1.51,97.99
2006,4,17,2.27,27.12,37.64,98.08
2006,4,18,1.55,26.79,9.49,98.12
2006,4,19,2.58,28.4,0.03,98.19
2006,4,20,1.8,29.28,0.21,98.2
2006,4,21,1.95,29.26,6.53,98.17
2006,4,22,2.13,30.23,2.22,98.05
2006,4,23,2.45,29.04,0.01,98
2006,4,24,2.14,30.93,0,97.99
2006,4,25,2.42,31.3,0.04,97.94
2006,4,26,2.3,30.51,0,97.92
2006,4,27,2.45,31.05,0,97.9
2006,4,28,2.21,29.55,0,97.9
2006,4,29,2.31,29.42,0,97.89
2006,4,30,2.4,31.08,0,97.9
2006,5,1,2.6,31.12,0,97.93
2006,5,2,2.37,30.98,0,97.92
2006,5,3,2.14,31.12,0.04,97.93
2006,5,4,1.88,28.61,0.15,98.09
2006,5,5,2.25,29.05,0.05,98.17
2006,5,6,2.65,29.08,0.01,98.12
2006,5,7,2.45,29.12,0.02,97.96
2006,5,8,2.33,29.72,0.33,98.01
2006,5,9,2.36,28.75,0.1,98.05
2006,5,10,2.62,27.88,2.81,97.98
2006,5,11,2.43,27.87,2.04,98.03
2006,5,12,2.24,30.83,0.39,98.08
2006,5,13,2.16,29.66,0,98.06
2006,5,14,2.27,30,0.02,98.05
2006,5,15,2.17,29.48,0.11,98.03
2006,5,16,2.15,28.96,2.97,98.01
2006,5,17,2.07,28.89,0.2,98.05
2006,5,18,2.14,26.58,15.91,98.04
2006,5,19,1.46,26.62,3.03,98.06
2006,5,20,2.15,27.69,0.05,98.09
2006,5,21,2.32,27.25,1.17,98.08
2006,5,22,2.24,28.04,7.3,98.02
2006,5,23,2.19,26.27,36.12,98.01
2006,5,24,2.03,26.04,14.95,97.87
2006,5,25,1.77,26.01,8.03,97.86
2006,5,26,2.05,25.05,23.79,98.05
2006,5,27,1.52,25.3,25.11,98.08
2006,5,28,1.87,25.19,14.92,97.96
2006,5,29,1.58,25.13,27.96,97.79
2006,5,30,1.44,25.64,41.42,97.68
2006,5,31,1.6,24.87,25,97.97
2006,6,1,2.18,25.58,0.6,98.06
2006,6,2,2.61,25.23,0.21,98.08
2006,6,3,2.45,25.68,0.07,98
2006,6,4,2.19,25.67,1.08,98.08
2006,6,5,2.15,24.91,6.2,98.11
2006,6,6,1.99,25.23,1.01,98.06
2006,6,7,2.16,24.81,0,98.09
2006,6,8,2.38,25.44,0.01,98.01
2006,6,9,2.2,25.51,0.04,97.99
2006,6,10,2.28,25.3,0,98.1
2006,6,11,2.33,25.46,0,98.09
2006,6,12,2.55,25.98,0,97.99
2006,6,13,2.47,26.12,0.01,97.97
2006,6,14,2.55,26.45,0.07,98.02
2006,6,15,2.53,27.04,1.03,98.02
2006,6,16,2.2,26.46,0.57,98.02
2006,6,17,2.41,26.29,0.02,98.05
2006,6,18,2.25,27.52,0.04,97.84
2006,6,19,2.19,26.97,0.27,97.78
2006,6,20,1.82,25.76,28.77,97.72
2006,6,21,1.85,25.49,50.94,97.65
2006,6,22,1.87,24.89,43.26,97.6
2006,6,23,1.65,24.96,37.56,97.66
2006,6,24,1.9,25.15,10.6,97.81
2006,6,25,2.05,24.92,5.14,97.89
2006,6,26,2.12,24.56,1.83,97.93
2006,6,27,1.83,25.62,0.52,97.92
2006,6,28,2.02,24.73,4.37,97.96
2006,6,29,1.95,24.15,8.39,98.06
2006,6,30,1.77,25.37,3.58,98.08
2006,7,1,1.72,24.94,2.92,98.1
2006,7,2,1.97,24.94,4.89,97.98
2006,7,3,1.34,24.34,21.64,97.91
2006,7,4,1.44,24.73,37.73,97.91
2006,7,5,1.34,25.28,14.35,98.03
2006,7,6,2.15,24.98,6.42,98.17
2006,7,7,1.9,25.37,3.69,98.11
2006,7,8,2.17,25.54,1.04,98.01
2006,7,9,2.26,25.15,0.53,98.03
2006,7,10,1.7,25.08,21.31,98.09
2006,7,11,1.41,24.49,10.7,98.12
2006,7,12,1.37,23.47,16.93,98.14
2006,7,13,1.68,24.12,6.73,98.04
2006,7,14,1.39,24.32,0.95,98.03
2006,7,15,1.92,24.76,1.54,98.02
2006,7,16,1.69,25.27,0.55,97.92
2006,7,17,1.56,25.01,2.48,97.84
2006,7,18,1.77,24.84,0.66,97.9
2006,7,19,1.88,24.76,0.3,98.01
2006,7,20,2.12,24.98,3.07,98.06
2006,7,21,1.95,25.5,0.55,98
2006,7,22,2.1,24.71,0,98.09
2006,7,23,2.33,25.11,0,98.14
2006,7,24,2.01,25.09,0,98.11
2006,7,25,2.02,24.92,0.86,98.07
2006,7,26,1.71,24.51,3.56,98.18
2006,7,27,1.77,23.81,5.02,98.18
2006,7,28,1.69,23.7,1.11,98.05
2006,7,29,1.79,24.11,1.58,98.05
2006,7,30,2.21,24.87,0.3,98.12
2006,7,31,2.2,25.15,1.49,98.11
2006,8,1,2.16,24.83,0.3,98.06
2006,8,2,2.41,25.17,0.12,98.01
2006,8,3,1.95,24.2,1.35,97.96
2006,8,4,2.16,24.01,3.85,97.96
2006,8,5,2.26,24.28,0.85,98.1
2006,8,6,2.4,25.26,0,98.26
2006,8,7,2.45,25.5,0.03,98.27
2006,8,8,2.34,25.39,0.17,98.29
2006,8,9,2.38,25.11,7.38,98.21
2006,8,10,1.47,24.59,22.6,98.11
2006,8,11,1.96,25.05,11.71,98.08
2006,8,12,1.91,24.38,9.14,98.03
2006,8,13,1.55,24.6,6.92,98.02
2006,8,14,1.97,24.3,24.81,97.99
2006,8,15,1.84,24.83,19.42,97.92
2006,8,16,1.8,23.77,7.54,97.89
2006,8,17,2.01,24.01,2.97,97.85
2006,8,18,2.13,24.61,3.57,98.02
2006,8,19,2.34,25.13,0.12,98.09
2006,8,20,2.45,25.63,6.62,98.05
2006,8,21,2.2,24.37,3.81,98.05
2006,8,22,2.11,24.99,0.36,98.06
2006,8,23,2.21,25.47,0.22,98.11
2006,8,24,2.63,24.95,3.39,98.15
2006,8,25,2.56,25.3,1.01,98.25
2006,8,26,2.38,24.54,0,98.25
2006,8,27,2.61,24.15,0,98.14
2006,8,28,2.55,24.9,0.23,98.04
2006,8,29,2.09,24.83,2,98.07
2006,8,30,2.62,25.58,0.27,98.1
2006,8,31,2.45,25.89,0.02,97.99
2006,9,1,2.46,25.72,3.44,97.97
2006,9,2,2.31,25.49,0.98,98.06
2006,9,3,2.62,25.39,0.03,98.04
2006,9,4,1.66,26.25,0.14,97.91
2006,9,5,2.38,25.27,0,97.86
2006,9,6,1.9,25.9,0.06,97.78
2006,9,7,1.73,24.82,6.31,97.85
2006,9,8,1.81,25.51,18.51,97.96
2006,9,9,1.88,24.2,29.35,98.05
2006,9,10,2.12,24.32,7.88,98.02
2006,9,11,1.98,24.29,21.27,97.98
2006,9,12,2.05,24.33,14.55,98.02
2006,9,13,2.18,24.62,8.84,98.16
2006,9,14,2.09,24.27,1.16,98.13
2006,9,15,1.67,23.79,40.95,98.12
2006,9,16,1.8,24.23,34.7,98.2
2006,9,17,1.66,23.93,9.58,98.24
2006,9,18,1.77,24.08,51.3,98.19
2006,9,19,2.16,24.55,5.67,98.09
2006,9,20,1.84,24.62,0.58,98.17
2006,9,21,1.6,24.53,13.82,98.23
2006,9,22,2.12,24.52,2.58,98.17
2006,9,23,2.48,24.45,0.29,98.18
2006,9,24,2.16,24.05,57.03,98.28
2006,9,25,1.45,23.76,59.57,98.36
2006,9,26,2.26,23.78,2.93,98.24
2006,9,27,2.2,24.26,0.08,98.07
2006,9,28,2.34,24.3,0.06,98.06
2006,9,29,2.36,23.58,0.18,98.11
2006,9,30,2.51,23.99,0.19,98.17
2006,10,1,2.56,23.67,0.02,98.18
2006,10,2,2.56,23.93,0,98.08
2006,10,3,2.33,24.87,0.08,98.11
2006,10,4,2.05,24.82,4.6,98.24
2006,10,5,2.61,24.79,0.3,98.23
2006,10,6,2.28,24.16,30.57,98.24
2006,10,7,1.58,23.97,85.56,98.2
2006,10,8,2.24,24.23,3.69,98.28
2006,10,9,2.1,23.41,0.22,98.34
2006,10,10,2.05,24.69,2.54,98.35
2006,10,11,2.13,25.11,0.09,98.42
2006,10,12,2.24,25.51,0.08,98.35
2006,10,13,1.99,26.06,0.04,98.39
2006,10,14,1.84,25.32,5.5,98.42
2006,10,15,2.22,25.29,22.63,98.29
2006,10,16,2.27,25.48,10.16,98.29
2006,10,17,1.82,24.3,3.75,98.33
2006,10,18,1.74,25.46,84.33,98.3
2006,10,19,1.85,24.95,44.01,98.26
2006,10,20,1.41,24.45,14.88,98.36
2006,10,21,1.79,24.41,3.01,98.42
2006,10,22,1.66,24.45,8.49,98.34
2006,10,23,1.62,24.28,17.63,98.32
2006,10,24,1.26,24.29,8.62,98.3
2006,10,25,1.34,24.07,1.95,98.31
2006,10,26,1.48,24.33,40.31,98.27
2006,10,27,0.86,23.83,55.29,98.23
2006,10,28,1.45,24.14,62.41,98.15
2006,10,29,1.54,24.2,21.64,98.13
2006,10,30,2.09,23.98,18.69,98.16
2006,10,31,1.45,23.51,0.32,98.22
2006,11,1,1.95,24.87,0.43,98.17
2006,11,2,1.47,24.42,13.8,98.1
2006,11,3,1.27,24.42,7.4,98.15
2006,11,4,0.94,23.22,1.69,98.28
2006,11,5,2.07,24.53,0.15,98.3
2006,11,6,1.79,23.92,36.84,98.29
2006,11,7,1.39,23.33,7.43,98.2
2006,11,8,1.7,23.23,2.98,98.3
2006,11,9,1.84,23.74,8.27,98.36
2006,11,10,2.03,23.69,30.63,98.4
2006,11,11,1.33,23.64,25.27,98.37
2006,11,12,1.37,23.62,1.89,98.3
2006,11,13,1.51,23.29,1.06,98.23
2006,11,14,1.62,23.5,3.36,98.2
2006,11,15,1.3,23.75,1.3,98.2
2006,11,16,1.62,23.9,1.14,98.15
2006,11,17,1.69,23.44,6.75,98.1
2006,11,18,0.94,23.58,21.34,98.08
2006,11,19,1.77,23.97,5.44,98.2
2006,11,20,1.1,23.65,7.4,98.24
2006,11,21,1.01,24.08,48.9,98.14
2006,11,22,1.43,23.26,23.93,98.24
2006,11,23,1.71,23.82,2.7,98.23
2006,11,24,1.71,23.81,20.59,98.25
2006,11,25,1.86,23.55,0.07,98.23
2006,11,26,1.62,24.67,13.54,98.15
2006,11,27,1.59,24.04,6.19,98.15
2006,11,28,1.62,24.08,0.14,98.23
2006,11,29,1.55,23.16,0,98.35
2006,11,30,1.79,22.89,0,98.38
2006,12,1,1.73,22.23,0,98.4
2006,12,2,1.59,22.05,0.01,98.37
2006,12,3,1.32,22.12,0.06,98.43
2006,12,4,1.05,22.06,0.38,98.51
2006,12,5,1.31,22.41,0.02,98.51
2006,12,6,1.85,21.68,0,98.45
2006,12,7,1.78,21.36,0.01,98.39
2006,12,8,1.96,20.98,0,98.45
2006,12,9,1.79,21.11,0,98.51
2006,12,10,1.85,22.68,0.35,98.41
2006,12,11,1.55,24.58,1.69,98.33
2006,12,12,1.63,24.38,2.38,98.3
2006,12,13,1.64,23.64,0.19,98.44
2006,12,14,1.7,22.29,0,98.45
2006,12,15,1.8,22.08,0,98.42
2006,12,16,1.55,21.01,0,98.45
2006,12,17,1.54,21.08,0,98.42
2006,12,18,1.87,22.33,0,98.34
2006,12,19,1.71,22.88,0.18,98.38
2006,12,20,1.43,22.81,0.29,98.41
2006,12,21,1.44,22.53,0.07,98.32
2006,12,22,1.82,22.3,0,98.24
2006,12,23,1.59,22.71,0.02,98.28
2006,12,24,1.44,22.03,0,98.26
2006,12,25,1.66,21.66,0.01,98.33
2006,12,26,1.89,21.63,0,98.33
2006,12,27,1.9,21.71,0,98.35
2006,12,28,2.09,21.1,0,98.45
2006,12,29,2.09,20.4,0,98.59
2006,12,30,1.97,19.86,0,98.62
2006,12,31,1.68,19.93,0,98.61
2007,1,1,1.71,21.48,0,98.62
2007,1,2,1.8,20.4,0,98.64
2007,1,3,1.75,20.25,0,98.61
2007,1,4,1.87,21.15,0,98.53
2007,1,5,1.87,20.52,0,98.47
2007,1,6,1.85,20.85,0.04,98.44
2007,1,7,2.02,20.94,0,98.44
2007,1,8,1.59,22.41,0.03,98.39
2007,1,9,1.2,23.63,0.05,98.46
2007,1,10,2.02,23.54,0,98.5
2007,1,11,1.85,24.19,0.01,98.42
2007,1,12,1.98,23.68,0,98.45
2007,1,13,1.91,22.89,0,98.47
2007,1,14,1.92,23.23,0,98.44
2007,1,15,1.81,24.46,0,98.39
2007,1,16,1.88,23.99,0,98.42
2007,1,17,1.81,23.26,0,98.48
2007,1,18,1.85,22.82,0,98.53
2007,1,19,1.86,22.81,0,98.53
2007,1,20,1.95,23.04,0,98.52
2007,1,21,1.88,22.78,0,98.57
2007,1,22,2.1,23.37,0,98.61
2007,1,23,2.15,23.15,0,98.65
2007,1,24,2.13,23.48,0,98.61
2007,1,25,1.92,24.58,0,98.53
2007,1,26,2.19,24.9,0.01,98.47
2007,1,27,1.1,25.61,0.68,98.51
2007,1,28,1.57,25.48,0.99,98.5
2007,1,29,1.88,26.12,0.02,98.47
2007,1,30,1.89,25.8,0,98.56
2007,1,31,2.38,25.05,0,98.61
2007,2,1,2.33,24.33,0,98.6
2007,2,2,2.33,24.55,0,98.57
2007,2,3,2.05,25.33,0.02,98.59
2007,2,4,2.15,25.44,0,98.48
2007,2,5,2.29,25.93,0,98.38
2007,2,6,2.31,24.95,0,98.42
2007,2,7,2.37,24.62,0,98.43
2007,2,8,1.99,25.26,0,98.44
2007,2,9,2.11,25.08,0,98.39
2007,2,10,2.08,26.26,0,98.33
2007,2,11,2.23,27.7,0,98.4
2007,2,12,2.21,28.97,0,98.37
2007,2,13,2.11,28.3,0,98.23
2007,2,14,2.45,27.73,0,98.29
2007,2,15,2.62,27.27,0,98.34
2007,2,16,2.45,28.67,0,98.22
2007,2,17,2.09,28.69,0,98.24
2007,2,18,2.01,28.65,0.04,98.24
2007,2,19,1.7,26.51,1.41,98.33
2007,2,20,2.21,27.55,0.02,98.35
2007,2,21,2.45,26.71,0,98.42
2007,2,22,2.62,26.06,0,98.23
2007,2,23,2.67,26.34,0,98.13
2007,2,24,2.12,27.41,0.13,98.18
2007,2,25,1.91,27.83,0.44,98.21
2007,2,26,2.19,30.44,0.14,98.07
2007,2,27,2.6,30.62,0.38,98.11
2007,2,28,2.59,30.72,0,98.18
2007,3,1,2.8,31.46,0,98.18
2007,3,2,2.37,31.58,1.47,98.12
2007,3,3,2.22,31.92,0.01,98.12
2007,3,4,2.65,30.28,0,98.22
2007,3,5,2.79,30.19,0,98.34
2007,3,6,2.7,30.17,0,98.24
2007,3,7,2.69,29.97,0,98.1
2007,3,8,2.69,30.4,0.07,98.11
2007,3,9,2.73,29.9,0,98.17
2007,3,10,2.57,30.55,0,98.26
2007,3,11,2.41,30.44,0,98.25
2007,3,12,2.45,29.77,0,98.32
2007,3,13,2.2,30.24,0.07,98.27
2007,3,14,2.41,32.09,0,98.18
2007,3,15,2.51,31.9,0,98.15
2007,3,16,2.24,32.31,0.03,98.18
2007,3,17,2.37,32.37,0.01,98.19
2007,3,18,2.43,31.85,0,98.12
2007,3,19,2.49,31.49,0,98.18
2007,3,20,2.55,31.37,0,98.3
2007,3,21,2.44,32.46,0,98.26
